epoch,loss,lr,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.0604517459869385,0.001,0.6252949833869934,0.9942900538444519,0.6722000241279602
1,0.6702949404716492,0.001,0.7685499787330627,0.6525440216064453,0.7793999910354614
2,0.5273573398590088,0.001,0.818494975566864,0.6571843028068542,0.7896000146865845
3,0.43589210510253906,0.001,0.8498950004577637,0.6266534924507141,0.7986000180244446
4,0.3695306181907654,0.001,0.8719499707221985,0.6971263885498047,0.7910000085830688
5,0.3166753649711609,0.001,0.889710009098053,0.8390424847602844,0.7689999938011169
6,0.2747701108455658,0.001,0.9041450023651123,0.6857739090919495,0.8047000169754028
7,0.24113701283931732,0.001,0.91423499584198,0.8595275282859802,0.7847999930381775
8,0.15105058252811432,0.000100000005,0.9488800168037415,0.5653618574142456,0.8460000157356262
9,0.11123015731573105,0.000100000005,0.9647449851036072,0.5959775447845459,0.8458999991416931
10,0.08939211070537567,0.000100000005,0.973484992980957,0.6342741847038269,0.8454999923706055
11,0.07251624763011932,0.000100000005,0.980305016040802,0.6783446669578552,0.8440999984741211
12,0.05820547044277191,0.000100000005,0.9857699871063232,0.7272124886512756,0.8431000113487244
13,0.045881953090429306,0.000100000005,0.9903650283813477,0.7835732698440552,0.8411999940872192
14,0.035154227167367935,0.000100000005,0.9940400123596191,0.8454107642173767,0.8406000137329102
15,0.02879698947072029,1.0000001e-05,0.9944700002670288,0.8227517604827881,0.8450000286102295
16,0.024731066077947617,1.0000001e-05,0.9965050220489502,0.8283920884132385,0.8450000286102295
17,0.022830728441476822,1.0000001e-05,0.997314989566803,0.8363402485847473,0.8442000150680542
18,0.021345756947994232,1.0000001e-05,0.9977999925613403,0.8449967503547668,0.8445000052452087
19,0.020050397142767906,1.0000001e-05,0.9981600046157837,0.8540372252464294,0.8445000052452087
20,0.018874645233154297,1.0000001e-05,0.9984300136566162,0.863197922706604,0.8447999954223633
21,0.01778671331703663,1.0000001e-05,0.9986299872398376,0.8724978566169739,0.8445000052452087
22,0.017289789393544197,1.0000001e-06,0.9985799789428711,0.8718153238296509,0.8449000120162964
23,0.016851603984832764,1.0000001e-06,0.9987199902534485,0.8722500801086426,0.8445000052452087
24,0.016625765711069107,1.0000001e-06,0.9987999796867371,0.8730894327163696,0.8443999886512756
25,0.01646074652671814,1.0000001e-06,0.998835027217865,0.8740200400352478,0.8439000248908997
26,0.016319220885634422,1.0000001e-06,0.9988549947738647,0.8749687671661377,0.8435999751091003
27,0.01619129069149494,1.0000001e-06,0.9988849759101868,0.8758621215820312,0.843500018119812
28,0.01606941595673561,1.0000001e-06,0.9989050030708313,0.8768237233161926,0.8432999849319458
29,0.01595386303961277,1.0000001e-06,0.9989100098609924,0.8777763843536377,0.8429999947547913
