epoch,loss,lr,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.3147222995758057,0.001,0.5184400081634521,1.0839881896972656,0.6173999905586243
1,0.861899197101593,0.001,0.6939700245857239,0.8202338814735413,0.7142999768257141
2,0.689045786857605,0.001,0.7575899958610535,0.7083810567855835,0.7512000203132629
3,0.5707427263259888,0.001,0.8009700179100037,0.6551033854484558,0.7748000025749207
4,0.48498186469078064,0.001,0.8316850066184998,0.6448038220405579,0.7864000201225281
5,0.42061522603034973,0.001,0.8542199730873108,0.5738384127616882,0.8137000203132629
6,0.3690589368343353,0.001,0.8717100024223328,0.5880895256996155,0.8116000294685364
7,0.32849782705307007,0.001,0.8848900198936462,0.583544135093689,0.819599986076355
8,0.21399609744548798,0.000100000005,0.9256299734115601,0.555747926235199,0.8396999835968018
9,0.1838589608669281,0.000100000005,0.937084972858429,0.5766858458518982,0.8382999897003174
10,0.1659194976091385,0.000100000005,0.9436699748039246,0.5964013338088989,0.8388000130653381
11,0.15094192326068878,0.000100000005,0.9495900273323059,0.6171344518661499,0.8379999995231628
12,0.13753913342952728,0.000100000005,0.9548599720001221,0.6398566961288452,0.8367999792098999
13,0.12503552436828613,0.000100000005,0.9598850011825562,0.6655838489532471,0.8345000147819519
14,0.11343592405319214,0.000100000005,0.9646049737930298,0.6934807896614075,0.8349000215530396
15,0.10157856345176697,1.0000001e-05,0.9674249887466431,0.692160964012146,0.8363999724388123
16,0.09751565754413605,1.0000001e-05,0.9693899750709534,0.694737434387207,0.8360999822616577
17,0.09534317255020142,1.0000001e-05,0.9704499840736389,0.6982528567314148,0.8352000117301941
18,0.0935053601861,1.0000001e-05,0.9712449908256531,0.7018616795539856,0.8345000147819519
19,0.09180822223424911,1.0000001e-05,0.9720199704170227,0.705925464630127,0.8345999717712402
20,0.09019675850868225,1.0000001e-05,0.9727349877357483,0.7098294496536255,0.8345000147819519
21,0.08864571899175644,1.0000001e-05,0.9734399914741516,0.7138957381248474,0.8339999914169312
22,0.08775610476732254,1.0000001e-06,0.9734050035476685,0.712659478187561,0.835099995136261
23,0.08701183646917343,1.0000001e-06,0.9738199710845947,0.7133131623268127,0.8349000215530396
24,0.0866941586136818,1.0000001e-06,0.9740449786186218,0.7137912511825562,0.835099995136261
25,0.08646174520254135,1.0000001e-06,0.9741700291633606,0.7142967581748962,0.8352000117301941
26,0.0862606018781662,1.0000001e-06,0.9742900133132935,0.7147053480148315,0.8352000117301941
27,0.0860733762383461,1.0000001e-06,0.9743350148200989,0.7151704430580139,0.8352000117301941
28,0.08589493483304977,1.0000001e-06,0.9743850231170654,0.7155889868736267,0.835099995136261
29,0.08572006225585938,1.0000001e-06,0.9744700193405151,0.7159930467605591,0.835099995136261
