epoch,loss,lr,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.3194754123687744,0.001,0.5161499977111816,0.9909716844558716,0.6463000178337097
1,0.8844110369682312,0.001,0.6864299774169922,0.7666782140731812,0.7336999773979187
2,0.7230370044708252,0.001,0.7465699911117554,0.6643786430358887,0.7649999856948853
3,0.6056995391845703,0.001,0.788195013999939,0.6203131675720215,0.7858999967575073
4,0.5189152956008911,0.001,0.8204500079154968,0.5905359387397766,0.7971000075340271
5,0.45307204127311707,0.001,0.8438799977302551,0.5791358351707458,0.8069000244140625
6,0.40030184388160706,0.001,0.8618800044059753,0.5710820555686951,0.8100000023841858
7,0.3582073450088501,0.001,0.8758050203323364,0.5859310030937195,0.8130000233650208
8,0.24250121414661407,0.000100000005,0.917264997959137,0.5317174792289734,0.839900016784668
9,0.21365168690681458,0.000100000005,0.9280650019645691,0.5414656400680542,0.8413000106811523
10,0.19594597816467285,0.000100000005,0.9346650242805481,0.5545656085014343,0.8428000211715698
11,0.18113620579242706,0.000100000005,0.9402400255203247,0.5675407648086548,0.8414000272750854
12,0.16790901124477386,0.000100000005,0.9453399777412415,0.5827398300170898,0.8410999774932861
13,0.15562136471271515,0.000100000005,0.950160026550293,0.5996939539909363,0.8399999737739563
14,0.14407044649124146,0.000100000005,0.9545450210571289,0.61873859167099,0.8395000100135803
15,0.13017456233501434,1.0000001e-05,0.9582949876785278,0.6134575605392456,0.8410000205039978
16,0.12605872750282288,1.0000001e-05,0.960195004940033,0.6156177520751953,0.8402000069618225
17,0.12392934411764145,1.0000001e-05,0.9610099792480469,0.6183788776397705,0.840499997138977
18,0.1221584677696228,1.0000001e-05,0.961775004863739,0.6210682392120361,0.840399980545044
19,0.12050730735063553,1.0000001e-05,0.9625449776649475,0.6239220499992371,0.8402000069618225
20,0.11893617361783981,1.0000001e-05,0.9632149934768677,0.6268503665924072,0.840399980545044
21,0.11742974817752838,1.0000001e-05,0.9638850092887878,0.629814624786377,0.8411999940872192
22,0.11600858718156815,1.0000001e-06,0.9641349911689758,0.6321002840995789,0.8410000205039978
23,0.11533120274543762,1.0000001e-06,0.9644500017166138,0.6322811245918274,0.8410999774932861
24,0.11504838615655899,1.0000001e-06,0.9646250009536743,0.6325047612190247,0.8413000106811523
25,0.11482879519462585,1.0000001e-06,0.9646499752998352,0.6327845454216003,0.8414000272750854
26,0.11463289707899094,1.0000001e-06,0.964739978313446,0.6330622434616089,0.8411999940872192
27,0.11445204168558121,1.0000001e-06,0.9648299813270569,0.6333626508712769,0.8413000106811523
28,0.11427915841341019,1.0000001e-06,0.9649549722671509,0.6336630582809448,0.8416000008583069
29,0.1141120195388794,1.0000001e-06,0.9650850296020508,0.6339201331138611,0.8416000008583069
