epoch,loss,lr,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.3582953214645386,0.001,0.49905499815940857,1.1806485652923584,0.5831000208854675
1,0.9254941344261169,0.001,0.6702100038528442,0.9035394787788391,0.6861000061035156
2,0.7334568500518799,0.001,0.7422099709510803,0.6979909539222717,0.7613999843597412
3,0.6049210429191589,0.001,0.7895950078964233,0.6149946451187134,0.7878999710083008
4,0.5171921849250793,0.001,0.8213350176811218,0.5739866495132446,0.8059999942779541
5,0.45055627822875977,0.001,0.8438249826431274,0.5699506998062134,0.8109999895095825
6,0.3990713953971863,0.001,0.8621649742126465,0.5596075057983398,0.8169000148773193
7,0.35541531443595886,0.001,0.8767150044441223,0.5435246229171753,0.828000009059906
8,0.24031729996204376,0.000100000005,0.9173049926757812,0.5356311798095703,0.838100016117096
9,0.21344655752182007,0.000100000005,0.9269350171089172,0.549522340297699,0.8395000100135803
10,0.1965242326259613,0.000100000005,0.9334400296211243,0.5630590319633484,0.8398000001907349
11,0.1823953092098236,0.000100000005,0.9386299848556519,0.5748124718666077,0.8400999903678894
12,0.16962793469429016,0.000100000005,0.9433649778366089,0.5911301970481873,0.8378000259399414
13,0.15784339606761932,0.000100000005,0.9478350281715393,0.6072245836257935,0.8370000123977661
14,0.1466442048549652,0.000100000005,0.9523400068283081,0.6253870725631714,0.8371000289916992
15,0.1325482726097107,1.0000001e-05,0.9565399885177612,0.6027184128761292,0.84170001745224
16,0.12833645939826965,1.0000001e-05,0.9584550261497498,0.6040502190589905,0.8409000039100647
17,0.12628810107707977,1.0000001e-05,0.9593750238418579,0.6063830256462097,0.8406000137329102
18,0.12457156926393509,1.0000001e-05,0.9600650072097778,0.6088337898254395,0.8409000039100647
19,0.12297514826059341,1.0000001e-05,0.9606599807739258,0.611393392086029,0.8410000205039978
20,0.1214616671204567,1.0000001e-05,0.9613350033760071,0.6139805316925049,0.8411999940872192
21,0.11998826265335083,1.0000001e-05,0.9620149731636047,0.6165469288825989,0.8410000205039978
22,0.11860358715057373,1.0000001e-06,0.9623000025749207,0.6219884157180786,0.8398000001907349
23,0.118000328540802,1.0000001e-06,0.96253502368927,0.6219897270202637,0.8398000001907349
24,0.11771789938211441,1.0000001e-06,0.9627599716186523,0.6220089197158813,0.8396000266075134
25,0.1174999251961708,1.0000001e-06,0.9628649950027466,0.6220630407333374,0.8399999737739563
26,0.11730802804231644,1.0000001e-06,0.9629549980163574,0.6222410798072815,0.839900016784668
27,0.11712948977947235,1.0000001e-06,0.9630200266838074,0.622448205947876,0.839900016784668
28,0.11695872247219086,1.0000001e-06,0.9631249904632568,0.6226708889007568,0.839900016784668
29,0.11679340898990631,1.0000001e-06,0.9631900191307068,0.6229506134986877,0.8402000069618225
