epoch,loss,lr,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.1026110649108887,0.001,0.6069499850273132,0.7890650033950806,0.7339000105857849
1,0.6783778667449951,0.001,0.7651849985122681,0.6423415541648865,0.7864000201225281
2,0.5303674340248108,0.001,0.8162149786949158,0.6144991517066956,0.8019999861717224
3,0.43927350640296936,0.001,0.8477050065994263,0.6156842112541199,0.8087999820709229
4,0.37481042742729187,0.001,0.8697550296783447,0.6288678646087646,0.8130999803543091
5,0.32402941584587097,0.001,0.8859850168228149,0.6629711985588074,0.8131999969482422
6,0.282548189163208,0.001,0.9001200199127197,0.7296764850616455,0.8120999932289124
7,0.2505646347999573,0.001,0.9099000096321106,0.6945410370826721,0.8188999891281128
8,0.15076296031475067,0.000100000005,0.9483850002288818,0.6497893333435059,0.8370000123977661
9,0.11118841171264648,0.000100000005,0.9648699760437012,0.6799231171607971,0.8373000025749207
10,0.08964952826499939,0.000100000005,0.9740599989891052,0.7208119630813599,0.8353999853134155
11,0.07313407957553864,0.000100000005,0.9808350205421448,0.7598068118095398,0.8343999981880188
12,0.05935075506567955,0.000100000005,0.9862800240516663,0.8067394495010376,0.8324999809265137
13,0.04763605445623398,0.000100000005,0.9904749989509583,0.8591612577438354,0.8317000269889832
14,0.037523191422224045,0.000100000005,0.9939050078392029,0.9164544939994812,0.8295000195503235
15,0.031957339495420456,1.0000001e-05,0.9940199851989746,0.8859046101570129,0.8349000215530396
16,0.028126873075962067,1.0000001e-05,0.9958750009536743,0.8922663331031799,0.8353000283241272
17,0.026293911039829254,1.0000001e-05,0.9965050220489502,0.8996686339378357,0.8353000283241272
18,0.024850601330399513,1.0000001e-05,0.9970250129699707,0.9076113104820251,0.8352000117301941
19,0.023594779893755913,1.0000001e-05,0.997409999370575,0.9156259894371033,0.8353999853134155
20,0.02244804985821247,1.0000001e-05,0.9977250099182129,0.9237524271011353,0.8357999920845032
21,0.021385209634900093,1.0000001e-05,0.9979850053787231,0.9321457743644714,0.8360000252723694
22,0.021155832335352898,1.0000001e-06,0.9977849721908569,0.9327204823493958,0.835099995136261
23,0.020673254504799843,1.0000001e-06,0.9980400204658508,0.9325588941574097,0.835099995136261
24,0.02044663392007351,1.0000001e-06,0.998134970664978,0.9327585101127625,0.835099995136261
25,0.020276837050914764,1.0000001e-06,0.9981849789619446,0.9331929683685303,0.8353999853134155
26,0.020131582394242287,1.0000001e-06,0.9982450008392334,0.9337670207023621,0.8355000019073486
27,0.01999952830374241,1.0000001e-06,0.9982849955558777,0.9344261884689331,0.8357999920845032
28,0.01987571455538273,1.0000001e-06,0.9983149766921997,0.935142993927002,0.8360000252723694
29,0.019757738336920738,1.0000001e-06,0.9983450174331665,0.9358966946601868,0.8360999822616577
