epoch,loss,lr,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.0580883026123047,0.001,0.6267349720001221,0.8816280364990234,0.7019000053405762
1,0.6580854058265686,0.001,0.7723600268363953,0.872602641582489,0.7143999934196472
2,0.5147857069969177,0.001,0.822284996509552,0.7244228720664978,0.7688000202178955
3,0.42414590716362,0.001,0.8531699776649475,0.7546273469924927,0.7705000042915344
4,0.3585098385810852,0.001,0.8759850263595581,0.6585591435432434,0.800599992275238
5,0.30854731798171997,0.001,0.8930249810218811,0.6488445401191711,0.8105000257492065
6,0.26913419365882874,0.001,0.9051799774169922,0.6456426382064819,0.821399986743927
7,0.23860953748226166,0.001,0.9156550168991089,0.6877368092536926,0.8118000030517578
8,0.14590880274772644,0.000100000005,0.9498699903488159,0.5859535932540894,0.8474000096321106
9,0.10608076304197311,0.000100000005,0.9662600159645081,0.621269166469574,0.8481000065803528
10,0.08478029072284698,0.000100000005,0.9751700162887573,0.6619583368301392,0.8482000231742859
11,0.06824500858783722,0.000100000005,0.9818400144577026,0.7097766399383545,0.8452000021934509
12,0.054364509880542755,0.000100000005,0.9872949719429016,0.7613520622253418,0.843500018119812
13,0.04253147542476654,0.000100000005,0.9916350245475769,0.8184992074966431,0.8424999713897705
14,0.03241501376032829,0.000100000005,0.9950199723243713,0.8768247961997986,0.84170001745224
15,0.027255253866314888,1.0000001e-05,0.994795024394989,0.8814159035682678,0.8421000242233276
16,0.02325538359582424,1.0000001e-05,0.9969050288200378,0.8888136744499207,0.8422999978065491
17,0.021398840472102165,1.0000001e-05,0.997564971446991,0.8966881036758423,0.8425999879837036
18,0.019977623596787453,1.0000001e-05,0.997979998588562,0.9051065444946289,0.8424999713897705
19,0.018753549084067345,1.0000001e-05,0.9983649849891663,0.9142060279846191,0.8424999713897705
20,0.017647646367549896,1.0000001e-05,0.9986299872398376,0.923439085483551,0.8420000076293945
21,0.016628459095954895,1.0000001e-05,0.9987800121307373,0.9332082271575928,0.8425999879837036
22,0.016321567818522453,1.0000001e-06,0.9986550211906433,0.9333568215370178,0.8431000113487244
23,0.0158523079007864,1.0000001e-06,0.9988049864768982,0.9339039921760559,0.8432000279426575
24,0.01562747359275818,1.0000001e-06,0.9988800287246704,0.9345764517784119,0.8429999947547913
25,0.015466677024960518,1.0000001e-06,0.9989150166511536,0.9352670907974243,0.8428999781608582
26,0.015330045484006405,1.0000001e-06,0.9989500045776367,0.9362167119979858,0.8428999781608582
27,0.01520651113241911,1.0000001e-06,0.9989849925041199,0.9370952844619751,0.8428999781608582
28,0.015089617110788822,1.0000001e-06,0.9990050196647644,0.9380767345428467,0.8428999781608582
29,0.014979468658566475,1.0000001e-06,0.9990299940109253,0.939056932926178,0.8428000211715698
